DiaGas; Consumo 
1/1/2024;1650,254007
2/1/2024;2138,154778
3/1/2024;2284,221746
4/1/2024;2368,336722
5/1/2024;2431,129491
6/1/2024;1985,350691
7/1/2024;2199,04959
8/1/2024;2116,035482
9/1/2024;2603,608623
10/1/2024;2713,142198
11/1/2024;1587,966427
12/1/2024;2062,39935
13/1/2024;2111,101719
14/1/2024;2426,642589
15/1/2024;2012,313922
16/1/2024;1902,42621
17/1/2024;2485,427748
18/1/2024;1736,190882
19/1/2024;2849,349864
20/1/2024;1600,242962
21/1/2024;2437,659718
22/1/2024;2091,941608
23/1/2024;2303,513804
24/1/2024;1952,981318
25/1/2024;1837,993364
26/1/2024;2349,41582
27/1/2024;2211,442945
28/1/2024;2140,234206
29/1/2024;2560,659763
30/1/2024;2145,789948
31/1/2024;2073,272918
1/2/2024;2227,05481
2/2/2024;2265,430868
3/2/2024;2028,177787
4/2/2024;2436,901698
5/2/2024;1734,337043
6/2/2024;2197,739875
7/2/2024;2163,147679
8/2/2024;2381,195666
9/2/2024;2319,298032
10/2/2024;2097,41028
11/2/2024;2212,404527
12/2/2024;2113,038458
13/2/2024;1983,29643
14/2/2024;2471,442773
15/2/2024;1762,843812
16/2/2024;2281,815529
17/2/2024;2341,562903
18/2/2024;2341,02986
19/2/2024;2347,119084
20/2/2024;2333,398124
21/2/2024;1807,389606
22/2/2024;2376,141228
23/2/2024;2199,130236
24/2/2024;2222,417372
25/2/2024;2498,54678
26/2/2024;2041,391106
27/2/2024;1997,030666
28/2/2024;2271,449201
29/2/2024;2014,590888
1/3/2024;2264,46031
2/3/2024;2297,169433
3/3/2024;2353,303142
4/3/2024;1432,39415
5/3/2024;2129,278632
6/3/2024;2255,628565
7/3/2024;2004,190123
8/3/2024;2285,15876
9/3/2024;2100,680615
10/3/2024;2523,735708
11/3/2024;2066,21332
12/3/2024;2039,754971
13/3/2024;2128,763542
14/3/2024;2233,8103
15/3/2024;2246,589594
16/3/2024;2484,291731
17/3/2024;1869,102837
18/3/2024;1513,221643
19/3/2024;2611,341086
20/3/2024;2123,766274
21/3/2024;2143,754007
22/3/2024;1725,602473
23/3/2024;2233,389945
24/3/2024;1870,111224
25/3/2024;2412,821288
26/3/2024;2079,485714
27/3/2024;2152,34576
28/3/2024;2349,705576
29/3/2024;2351,045058
30/3/2024;2084,596952
31/3/2024;2404,424071
1/4/2024;2080,386052
2/4/2024;1724,866384
3/4/2024;1951,571388
4/4/2024;1796,983013
5/4/2024;1612,844007
6/4/2024;1495,810692
7/4/2024;1572,095897
8/4/2024;1261,812236
9/4/2024;1438,845083
10/4/2024;1495,371623
11/4/2024;1705,007981
12/4/2024;1612,219939
13/4/2024;1693,30845
14/4/2024;1474,600602
15/4/2024;1536,998141
16/4/2024;1287,566089
17/4/2024;1460,19119
18/4/2024;1469,251316
19/4/2024;1711,983667
20/4/2024;1629,594845
21/4/2024;1592,204427
22/4/2024;1531,710756
23/4/2024;1490,32253
24/4/2024;1292,727367
25/4/2024;1537,765146
26/4/2024;1797,940128
27/4/2024;1853,037558
28/4/2024;1176,899528
29/4/2024;1480,915959
30/4/2024;1853,174081
1/5/2024;1505,629848
2/5/2024;1374,438907
3/5/2024;1048,750552
4/5/2024;1309,419858
5/5/2024;1263,85465
6/5/2024;1204,874193
7/5/2024;1880,174227
8/5/2024;1564,381617
9/5/2024;1396,196923
10/5/2024;911,106073
11/5/2024;1678,402094
12/5/2024;1561,372547
13/5/2024;1667,229262
14/5/2024;1447,488095
15/5/2024;1275,098255
16/5/2024;1284,953379
17/5/2024;1339,796821
18/5/2024;1403,758213
19/5/2024;1415,323557
20/5/2024;1137,713864
21/5/2024;766,68646
22/5/2024;1586,624947
23/5/2024;1500,267101
24/5/2024;1481,521839
25/5/2024;1544,977013
26/5/2024;1473,657438
27/5/2024;1374,266402
28/5/2024;1413,963061
29/5/2024;1315,839709
30/5/2024;1811,700063
31/5/2024;1681,398901
1/6/2024;1598,574011
2/6/2024;1354,082773
3/6/2024;1743,315999
4/6/2024;1390,862823
5/6/2024;1708,05508
6/6/2024;1203,786249
7/6/2024;1217,012756
8/6/2024;1265,976943
9/6/2024;1633,240162
10/6/2024;1484,387469
11/6/2024;1006,146073
12/6/2024;1634,490986
13/6/2024;1499,983123
14/6/2024;1667,590332
15/6/2024;1277,649159
16/6/2024;1328,192125
17/6/2024;1885,490893
18/6/2024;1213,135223
19/6/2024;1176,51415
20/6/2024;2176,229528
21/6/2024;1533,078031
22/6/2024;1097,290716
23/6/2024;1278,130871
24/6/2024;1473,649989
25/6/2024;1306,669846
26/6/2024;1563,787887
27/6/2024;1490,878236
28/6/2024;1862,517997
29/6/2024;1469,467033
30/6/2024;1471,268429
1/7/2024;1244,326267
2/7/2024;1612,089931
3/7/2024;1798,114701
4/7/2024;1396,149571
5/7/2024;1690,886374
6/7/2024;1656,346672
7/7/2024;1568,704002
8/7/2024;1399,943753
9/7/2024;1459,390862
10/7/2024;1847,282295
11/7/2024;1899,581096
12/7/2024;1362,402593
13/7/2024;1684,996982
14/7/2024;1517,45675
15/7/2024;1601,790784
16/7/2024;1700,445943
17/7/2024;1660,458265
18/7/2024;1625,103091
19/7/2024;1552,924724
20/7/2024;1317,974788
21/7/2024;1597,392144
22/7/2024;1970,983541
23/7/2024;1398,726492
24/7/2024;1364,442662
25/7/2024;1782,085412
26/7/2024;1891,307497
27/7/2024;1423,081254
28/7/2024;1245,118615
29/7/2024;1818,324866
30/7/2024;1828,7782
31/7/2024;1767,944838
1/8/2024;1500,286319
2/8/2024;1606,877679
3/8/2024;1383,280649
4/8/2024;1865,423218
5/8/2024;1391,73956
6/8/2024;1926,943739
7/8/2024;1508,96594
8/8/2024;1471,864888
9/8/2024;1837,835718
10/8/2024;1416,871559
11/8/2024;1541,821112
12/8/2024;1647,183709
13/8/2024;1420,348981
14/8/2024;1627,506449
15/8/2024;1724,543862
16/8/2024;1953,91536
17/8/2024;1520,728123
18/8/2024;1619,745424
19/8/2024;1829,156838
20/8/2024;1762,300663
21/8/2024;1213,025537
22/8/2024;1591,69388
23/8/2024;1675,249768
24/8/2024;1958,358028
25/8/2024;1362,424001
26/8/2024;1366,608531
27/8/2024;1782,196316
28/8/2024;1585,746803
29/8/2024;1239,7607
30/8/2024;1710,261988
31/8/2024;1744,58352
1/9/2024;1455,28735
2/9/2024;1528,149234
3/9/2024;1367,759968
4/9/2024;1365,352634
5/9/2024;1448,072476
6/9/2024;1469,257584
7/9/2024;1983,423666
8/9/2024;1870,858429
9/9/2024;1588,680465
10/9/2024;1434,538901
11/9/2024;1686,690279
12/9/2024;1446,527773
13/9/2024;1216,677243
14/9/2024;1242,010008
15/9/2024;1110,011843
16/9/2024;1573,667923
17/9/2024;1250,471673
18/9/2024;1755,372066
19/9/2024;1485,967672
20/9/2024;1325,963525
21/9/2024;1358,612325
22/9/2024;1696,613719
23/9/2024;1754,802288
24/9/2024;1721,407233
25/9/2024;1344,774859
26/9/2024;1623,089731
27/9/2024;1700,003018
28/9/2024;1235,403292
29/9/2024;1664,011212
30/9/2024;1163,124462
1/10/2024;1608,625323
2/10/2024;1734,003102
3/10/2024;1413,980589
4/10/2024;1561,647976
5/10/2024;1627,779206
6/10/2024;1614,34443
7/10/2024;1512,072005
8/10/2024;1447,303825
9/10/2024;1269,896026
10/10/2024;1394,96836
11/10/2024;2026,325623
12/10/2024;1337,305411
13/10/2024;1489,153153
14/10/2024;1379,010728
15/10/2024;1848,32349
16/10/2024;1517,660193
17/10/2024;1152,652726
18/10/2024;1799,959401
19/10/2024;1667,877024
20/10/2024;1646,553585
21/10/2024;1303,692971
22/10/2024;1170,296054
23/10/2024;1647,3693
24/10/2024;1367,224594
25/10/2024;1915,504065
26/10/2024;1701,276978
27/10/2024;1647,277949
28/10/2024;1769,463388
29/10/2024;1570,086898
30/10/2024;1429,934582
31/10/2024;1642,020263
1/11/2024;1624,529453
2/11/2024;1312,358677
3/11/2024;1597,936644
4/11/2024;1530,012627
5/11/2024;1817,074398
6/11/2024;1663,996499
7/11/2024;1846,677892
8/11/2024;1301,400164
9/11/2024;1168,894397
10/11/2024;1443,616546
11/11/2024;1507,091512
12/11/2024;1966,87052
13/11/2024;1471,489506
14/11/2024;2050,940984
15/11/2024;1464,348044
16/11/2024;1020,761171
17/11/2024;1753,192517
18/11/2024;1843,154281
19/11/2024;1047,850414
20/11/2024;1791,826681
21/11/2024;1800,060301
22/11/2024;1352,747594
23/11/2024;1938,018582
24/11/2024;592,6980494
25/11/2024;1842,133761
26/11/2024;1203,822084
27/11/2024;1814,55188
28/11/2024;1678,236912
29/11/2024;1701,995525
30/11/2024;1851,786063
1/12/2024;528,6929584
2/12/2024;1742,103247
3/12/2024;1251,631204
4/12/2024;1826,521385
5/12/2024;1521,767971
6/12/2024;1532,53135
7/12/2024;1971,754958
8/12/2024;516,4746945
9/12/2024;1434,642728
10/12/2024;1420,935122
11/12/2024;1347,579757
12/12/2024;1953,048753
13/12/2024;1479,097946
14/12/2024;1868,778085
15/12/2024;483,3292423
16/12/2024;1450,601024
17/12/2024;2028,174759
18/12/2024;1502,193124
19/12/2024;1710,516725
20/12/2024;1340,371484
21/12/2024;1764,220607
22/12/2024;1401,482832
23/12/2024;1410,10269
24/12/2024;342,4712323
25/12/2024;356,8896667
26/12/2024;475,1249087
27/12/2024;1444,435551
28/12/2024;2054,452152
29/12/2024;1223,813587
30/12/2024;1428,972965
31/12/2024;340,5236481
1/1/2025;501,6766308
2/1/2025;1993,07753
3/1/2025;2297,841301
4/1/2025;1514,03129
5/1/2025;470,9726594
6/1/2025;1927,584887
7/1/2025;1364,458697
8/1/2025;1876,366961
9/1/2025;1332,725744
10/1/2025;1722,704503
11/1/2025;1075,232632
12/1/2025;501,9287904
13/1/2025;1621,47797
14/1/2025;1850,07389
15/1/2025;1692,198434
16/1/2025;1427,887554
17/1/2025;2067,044289
18/1/2025;1521,591992
19/1/2025;581,5420153
20/1/2025;1802,261779
21/1/2025;1716,703621
22/1/2025;1442,989091
23/1/2025;1528,513189
24/1/2025;2436,848635
25/1/2025;1411,939606
26/1/2025;626,3935536
27/1/2025;1392,265034
28/1/2025;1892,011234
29/1/2025;1190,50489
30/1/2025;1590,744754
31/1/2025;1874,499724
1/2/2025;1390,357853
2/2/2025;616,9115225
3/2/2025;1919,736038
4/2/2025;1343,466357
5/2/2025;1373,896601
6/2/2025;1751,624735
7/2/2025;1369,894066
8/2/2025;1643,216471
9/2/2025;522,8216399
10/2/2025;1720,840206
11/2/2025;1322,099178
12/2/2025;1812,980051
13/2/2025;1363,893306
14/2/2025;1430,790706
15/2/2025;2106,582761
16/2/2025;610,7053364
17/2/2025;1467,203093
18/2/2025;1209,116603
19/2/2025;1488,347309
20/2/2025;2032,632469
21/2/2025;1620,851228
22/2/2025;1956,920997
23/2/2025;526,6267155
24/2/2025;1457,736334
25/2/2025;1973,208784
26/2/2025;1894,42522
27/2/2025;1460,379864
28/2/2025;1469,288563
1/3/2025;1426,584191
2/3/2025;499,3210608
3/3/2025;1511,6519
4/3/2025;1638,921382
5/3/2025;1539,811465
6/3/2025;1302,462988
7/3/2025;1927,788556
8/3/2025;1504,730083
9/3/2025;537,7734265
10/3/2025;1042,125323
11/3/2025;1614,944164
12/3/2025;1900,271771
13/3/2025;1581,802149
14/3/2025;1500,672496
15/3/2025;1793,651072
16/3/2025;484,9467051
17/3/2025;1557,734529
18/3/2025;1998,279821
19/3/2025;1377,269434
20/3/2025;1863,176494
21/3/2025;1387,336927
22/3/2025;1354,025055
23/3/2025;455,1312264
24/3/2025;1908,097205
25/3/2025;1979,195496
26/3/2025;1473,061178
27/3/2025;1886,802622
28/3/2025;1507,760551
29/3/2025;1490,492803
30/3/2025;570,5437313
31/3/2025;1427,785309
1/4/2025;1960,392086
2/4/2025;1784,749983
3/4/2025;1449,491156
4/4/2025;1654,989656
5/4/2025;1692,341055
6/4/2025;523,1087998
7/4/2025;1468,601558
8/4/2025;1846,501413
9/4/2025;1482,780327
10/4/2025;1442,682799
11/4/2025;1943,5129
12/4/2025;2061,895912
13/4/2025;544,0338271
14/4/2025;1327,647142
15/4/2025;1607,061939
16/4/2025;1483,141399
17/4/2025;1623,52451
18/4/2025;1949,687682
19/4/2025;1563,628015
20/4/2025;521,9532233
21/4/2025;1796,582939
22/4/2025;1832,33486
23/4/2025;1239,262112
24/4/2025;1822,069285
25/4/2025;1697,248832
26/4/2025;1436,208265
27/4/2025;500,237206
28/4/2025;1711,397827
29/4/2025;1440,100479
30/4/2025;1455,284256
