DiaGas; Consumo 
1/1/2024;77,705007
2/1/2024;590,138993
3/1/2024;517,535514
4/1/2024;523,616654
5/1/2024;515,645246
6/1/2024;175,931258
7/1/2024;141,533798
8/1/2024;580,741147
9/1/2024;554,786244
10/1/2024;465,319023
11/1/2024;630,900356
12/1/2024;463,347085
13/1/2024;135,189021
14/1/2024;88,35134
15/1/2024;918,733569
16/1/2024;957,22592
17/1/2024;809,367319
18/1/2024;782,16495
19/1/2024;394,810843
20/1/2024;210,77351
21/1/2024;498,982753
22/1/2024;952,894976
23/1/2024;987,953414
24/1/2024;952,819233
25/1/2024;1013,42336
26/1/2024;606,833566
27/1/2024;121,726379
28/1/2024;425,810087
29/1/2024;865,895324
30/1/2024;1096,916977
31/1/2024;991,988255
1/2/2024;1230,312613
2/2/2024;453,535089
3/2/2024;174,191014
4/2/2024;8,349233
5/2/2024;617,432926
6/2/2024;980,202537
7/2/2024;1088,507945
8/2/2024;1056,78706
9/2/2024;457,100928
10/2/2024;241,731517
11/2/2024;551,003881
12/2/2024;1052,867102
13/2/2024;1029,158187
14/2/2024;912,865714
15/2/2024;1042,22102
16/2/2024;480,636041
17/2/2024;178,314053
18/2/2024;514,321232
19/2/2024;844,720465
20/2/2024;786,585407
21/2/2024;965,338727
22/2/2024;577,735385
23/2/2024;230,54077
24/2/2024;181,535612
25/2/2024;437,980328
26/2/2024;858,006823
27/2/2024;891,227767
28/2/2024;915,121884
29/2/2024;812,341622
1/3/2024;455,627325
2/3/2024;191,566155
3/3/2024;631,717572
4/3/2024;1012,795628
5/3/2024;1102,756764
6/3/2024;544,373567
7/3/2024;621,794346
8/3/2024;455,093864
9/3/2024;171,441229
10/3/2024;639,56408
11/3/2024;935,920651
12/3/2024;895,348696
13/3/2024;1033,717851
14/3/2024;899,049346
15/3/2024;410,921592
16/3/2024;216,193494
17/3/2024;28,016546
18/3/2024;558,649702
19/3/2024;906,450256
20/3/2024;1072,591854
21/3/2024;999,679013
22/3/2024;488,298487
23/3/2024;231,974034
24/3/2024;620,871018
25/3/2024;1020,104463
26/3/2024;814,609984
27/3/2024;851,848397
28/3/2024;340,709076
29/3/2024;318,743031
30/3/2024;233,474214
31/3/2024;112,792074
1/4/2024;1006,439756
2/4/2024;967,914388
3/4/2024;797,269264
4/4/2024;599,183976
5/4/2024;398,335489
6/4/2024;264,011105
7/4/2024;476,440117
8/4/2024;819,41728
9/4/2024;894,813748
10/4/2024;913,712331
11/4/2024;833,520968
12/4/2024;428,492783
13/4/2024;256,549837
14/4/2024;621,508756
15/4/2024;786,904915
16/4/2024;756,174883
17/4/2024;757,038298
18/4/2024;688,758657
19/4/2024;379,746717
20/4/2024;207,267274
21/4/2024;622,305734
22/4/2024;898,413986
23/4/2024;866,279885
24/4/2024;978,382532
25/4/2024;762,929862
26/4/2024;285,515325
27/4/2024;130,689563
28/4/2024;569,31151
29/4/2024;857,834369
30/4/2024;430,306686
1/5/2024;113,959412
2/5/2024;847,665034
3/5/2024;356,848605
4/5/2024;223,634815
5/5/2024;593,79762
6/5/2024;821,207363
7/5/2024;775,366417
8/5/2024;802,550723
9/5/2024;388,02724
10/5/2024;187,742647
11/5/2024;214,187062
12/5/2024;506,78375
13/5/2024;579,616673
14/5/2024;293,207667
15/5/2024;267,584313
16/5/2024;515,243404
17/5/2024;373,274941
18/5/2024;165,441934
19/5/2024;405,869237
20/5/2024;858,97147
21/5/2024;1008,809689
22/5/2024;554,407712
23/5/2024;308,185562
24/5/2024;262,141313
25/5/2024;255,602578
26/5/2024;417,589419
27/5/2024;997,043944
28/5/2024;1025,947268
29/5/2024;956,105439
30/5/2024;538,254426
31/5/2024;290,334027
1/6/2024;228,766639
2/6/2024;110,208738
3/6/2024;964,908764
4/6/2024;865,856781
5/6/2024;1096,646615
6/6/2024;962,447533
7/6/2024;490,236038
8/6/2024;189,438545
9/6/2024;500,221999
10/6/2024;882,926795
11/6/2024;922,371906
12/6/2024;910,838935
13/6/2024;859,87504
14/6/2024;514,693929
15/6/2024;217,658502
16/6/2024;422,702138
17/6/2024;909,222884
18/6/2024;953,077541
19/6/2024;986,534428
20/6/2024;1031,069223
21/6/2024;584,747826
22/6/2024;239,961242
23/6/2024;394,135781
24/6/2024;1017,791435
25/6/2024;1089,96941
26/6/2024;850,851356
27/6/2024;842,371201
28/6/2024;633,200152
29/6/2024;260,8389
30/6/2024;501,718965
1/7/2024;623,184079
2/7/2024;965,033088
3/7/2024;1170,426065
4/7/2024;908,507653
5/7/2024;569,438537
6/7/2024;169,448718
7/7/2024;590,715687
8/7/2024;1067,725302
9/7/2024;1090,458043
10/7/2024;1079,069679
11/7/2024;1025,528344
12/7/2024;502,627066
13/7/2024;178,210891
14/7/2024;805,901201
15/7/2024;1269,276962
16/7/2024;1319,818086
17/7/2024;1174,59235
18/7/2024;1244,920177
19/7/2024;468,580388
20/7/2024;156,940109
21/7/2024;1026,389792
22/7/2024;1462,470077
23/7/2024;1288,329941
24/7/2024;1391,343007
25/7/2024;1292,072727
26/7/2024;518,444453
27/7/2024;298,976101
28/7/2024;566,371083
29/7/2024;1097,205402
30/7/2024;1477,013726
31/7/2024;1547,046393
1/8/2024;1221,976488
2/8/2024;567,258425
3/8/2024;237,866364
4/8/2024;706,352638
5/8/2024;1151,703813
6/8/2024;1333,033758
7/8/2024;1290,179255
8/8/2024;1518,133248
9/8/2024;309,268768
10/8/2024;268,338347
11/8/2024;360,702103
12/8/2024;1222,875578
13/8/2024;1439,783412
14/8/2024;1498,522852
15/8/2024;1354,733707
16/8/2024;631,748027
17/8/2024;274,572253
18/8/2024;857,577387
19/8/2024;1272,366259
20/8/2024;1307,720901
21/8/2024;1430,626002
22/8/2024;1147,580988
23/8/2024;527,624229
24/8/2024;160,842408
25/8/2024;758,95579
26/8/2024;1469,171734
27/8/2024;1365,17225
28/8/2024;1350,462196
29/8/2024;1238,201737
30/8/2024;553,202173
31/8/2024;216,012139
1/9/2024;552,812918
2/9/2024;1365,793517
3/9/2024;1331,846137
4/9/2024;1321,003293
5/9/2024;1274,793518
6/9/2024;601,28253
7/9/2024;274,398099
8/9/2024;458,045035
9/9/2024;1231,45133
10/9/2024;1227,823865
11/9/2024;1383,070266
12/9/2024;1117,388399
13/9/2024;571,929453
14/9/2024;170,715874
15/9/2024;32,703991
16/9/2024;94,191817
17/9/2024;1192,40641
18/9/2024;869,04682
19/9/2024;1132,208797
20/9/2024;584,717376
21/9/2024;225,333504
22/9/2024;770,650693
23/9/2024;731,347201
24/9/2024;809,351254
25/9/2024;936,999874
26/9/2024;628,083471
27/9/2024;375,102035
28/9/2024;239,668154
29/9/2024;157,63297
30/9/2024;380,570454
1/10/2024;124,6126387
2/10/2024;946,444996
3/10/2024;614,8189973
4/10/2024;353,3952637
5/10/2024;264,0350155
6/10/2024;551,6396053
7/10/2024;656,6736967
8/10/2024;613,0453821
9/10/2024;805,931295
10/10/2024;699,2538947
